113734911,=~=~=~=~=~=~=~=~=~=~=~= KiTTY log 2025.11.03 11:37:34 =~=~=~=~=~=~=~=~=~=~=~=
113734911,POS,0,C6AC,-0.10,0.85,0.96,76,x06
113734918,POS,1,0FAC,0.24,-0.00,-0.23,63,x0E
113735011,POS,0,C6AC,-0.11,0.84,0.97,78,x06
113735017,POS,1,0FAC,0.24,0.01,-0.24,58,x0E
113735111,POS,0,C6AC,-0.13,0.86,1.04,61,x06
113735114,POS,1,0FAC,0.21,0.01,-0.21,67,x0E
113735211,POS,0,C6AC,-0.11,0.85,1.01,80,x06
113735214,POS,1,0FAC,0.22,0.03,-0.22,60,x0E
113735311,POS,0,C6AC,-0.11,0.88,0.99,74,x06
113735314,POS,1,0FAC,0.19,0.02,-0.21,64,x0E
113735411,POS,0,C6AC,-0.11,0.86,1.02,75,x06
113735416,POS,1,0FAC,0.21,0.03,-0.23,58,x0E
113735510,POS,0,C6AC,-0.09,0.84,1.04,79,x06
113735513,POS,1,0FAC,0.24,0.01,-0.25,59,x0E
113735610,POS,0,C6AC,-0.10,0.86,0.99,77,x06
113735616,POS,1,0FAC,0.25,0.04,-0.24,62,x0E
113735711,POS,0,C6AC,-0.11,0.83,0.99,80,x06
113735716,POS,1,0FAC,0.26,0.05,-0.25,60,x0E
113735809,POS,0,C6AC,-0.10,0.81,0.99,82,x06
113735816,POS,1,0FAC,0.26,0.05,-0.24,62,x0E
113735910,POS,0,C6AC,-0.10,0.84,1.00,74,x06
113735916,POS,1,0FAC,0.26,0.05,-0.26,57,x0E
113736011,POS,0,C6AC,-0.09,0.83,1.03,75,x06
113736014,POS,1,0FAC,0.26,0.03,-0.26,57,x0E
113736110,POS,0,C6AC,-0.10,0.82,1.02,80,x06
113736116,POS,1,0FAC,0.27,0.03,-0.26,60,x0E
113736211,POS,0,C6AC,-0.10,0.83,1.02,75,x06
113736216,POS,1,0FAC,0.27,0.04,-0.26,60,x0E
113736311,POS,0,C6AC,-0.11,0.84,1.02,74,x06
113736315,POS,1,0FAC,0.27,0.05,-0.27,57,x0E
113736411,POS,0,C6AC,-0.09,0.82,0.78,75,x06
113736414,POS,1,0FAC,0.28,0.05,-0.27,57,x0E
113736511,POS,0,C6AC,-0.09,0.82,0.85,77,x06
113736513,POS,1,0FAC,0.28,0.04,-0.26,60,x0E
113736611,POS,0,C6AC,-0.09,0.85,0.87,76,x06
113736613,POS,1,0FAC,0.29,0.05,-0.27,57,x0E
113736710,POS,0,C6AC,-0.10,0.83,0.93,74,x06
113736714,POS,1,0FAC,0.24,0.05,-0.24,67,x0E
113736811,POS,0,C6AC,-0.10,0.86,0.92,75,x06
113736827,POS,1,0FAC,0.25,0.04,-0.26,57,x0E
113736911,POS,0,C6AC,-0.14,0.93,1.00,58,x06
113736916,POS,1,0FAC,0.25,0.05,-0.25,62,x0E
113737010,POS,0,C6AC,-0.12,0.90,0.96,84,x06
113737018,POS,1,0FAC,0.26,0.06,-0.26,58,x0E
113737111,POS,0,C6AC,-0.11,0.87,0.97,80,x06
113737117,POS,1,0FAC,0.26,0.07,-0.26,59,x0E
113737210,POS,0,C6AC,-0.10,0.89,0.94,77,x06
113737216,POS,1,0FAC,0.26,0.06,-0.27,57,x0E
113737311,POS,0,C6AC,-0.09,0.86,0.98,78,x06
113737318,POS,1,0FAC,0.26,0.06,-0.27,59,x0E
113737410,POS,0,C6AC,-0.11,0.84,1.02,73,x06
113737417,POS,1,0FAC,0.22,0.03,-0.24,64,x0E
113737510,POS,0,C6AC,-0.10,0.83,0.96,85,x06
113737516,POS,1,0FAC,0.23,0.04,-0.24,59,x0E
113737610,POS,0,C6AC,-0.10,0.82,0.95,82,x06
113737616,POS,1,0FAC,0.24,0.05,-0.26,57,x0E
113737710,POS,0,C6AC,-0.10,0.82,1.00,72,x06
113737716,POS,1,0FAC,0.25,0.04,-0.27,57,x0E
113737810,POS,0,C6AC,-0.09,0.81,1.02,77,x06
113737815,POS,1,0FAC,0.22,0.02,-0.24,63,x0E
113737911,POS,0,C6AC,-0.10,0.80,1.05,74,x06
113737913,POS,1,0FAC,0.24,0.02,-0.26,57,x0E
113738010,POS,0,C6AC,-0.08,0.81,1.05,78,x06
113738014,POS,1,0FAC,0.25,0.02,-0.27,57,x0E
113738111,POS,0,C6AC,-0.10,0.83,1.06,71,x06
113738114,POS,1,0FAC,0.22,-0.01,-0.24,63,x0E
113738210,POS,0,C6AC,-0.10,0.82,1.09,72,x06
113738214,POS,1,0FAC,0.23,-0.00,-0.26,57,x0E
113738310,POS,0,C6AC,-0.10,0.81,1.09,75,x06
113738313,POS,1,0FAC,0.25,-0.00,-0.29,59,x0E
113738410,POS,0,C6AC,-0.09,0.82,1.00,85,x06
113738415,POS,1,0FAC,0.26,-0.01,-0.27,60,x0E
