Frame,Sub Frame,"Position - TelloUWB22",,
,,"TX","TY","TZ"
Frames,Frames,"mm","mm","mm"
1,0,"12.4796","-3.19001","37.1027"
2,0,"12.6018","-3.18851","37.2255"
3,0,"12.4726","-3.18567","37.1131"
4,0,"12.4761","-3.18517","37.1049"
5,0,"12.4614","-3.17714","37.1119"
6,0,"12.4756","-3.1938","37.1172"
7,0,"12.6108","-3.18413","37.2212"
8,0,"12.473","-3.19025","37.1182"
9,0,"12.6177","-3.17099","37.2063"
10,0,"12.4689","-3.19585","37.1111"
11,0,"11.997","-2.78791","36.8202"
12,0,"12.4755","-3.19289","37.1154"
13,0,"12.4743","-3.17837","37.1054"
14,0,"12.6115","-3.17049","37.2127"
15,0,"12.6138","-3.16628","37.2205"
16,0,"12.4719","-3.17648","37.1006"
17,0,"11.9953","-2.79493","36.8246"
18,0,"12.4747","-3.19153","37.1114"
19,0,"12.4752","-3.18767","37.104"
20,0,"12.5099","-3.2244","37.3069"
21,0,"12.4703","-3.18913","37.0919"
22,0,"12.0023","-2.7932","36.8604"
23,0,"12.4735","-3.18429","37.128"
24,0,"12.4767","-3.19078","37.1094"
25,0,"12.6214","-3.16305","37.2125"
26,0,"12.4698","-3.20013","37.114"
27,0,"12.4734","-3.18566","37.1062"
28,0,"12.4726","-3.19202","37.1095"
29,0,"11.998","-2.7952","36.8456"
30,0,"12.467","-3.18177","37.1082"
31,0,"12.4656","-3.17749","37.1141"
32,0,"12.0018","-2.80308","36.847"
33,0,"12.4691","-3.1848","37.1102"
34,0,"12.5064","-3.22267","37.3042"
35,0,"12.4618","-3.18717","37.1179"
36,0,"12.4685","-3.19031","37.1187"
37,0,"12.4688","-3.18663","37.1102"
38,0,"11.9877","-2.79165","36.8415"
39,0,"12.4966","-3.20894","37.3047"
40,0,"11.9867","-2.79205","36.836"
41,0,"12.4672","-3.18674","37.1082"
42,0,"11.9865","-2.7887","36.8377"
43,0,"12.6087","-3.17511","37.2153"
44,0,"11.9854","-2.80166","36.8421"
45,0,"12.4697","-3.19111","37.1115"
46,0,"11.9979","-2.79872","36.8347"
47,0,"11.9904","-2.78943","36.8425"
48,0,"12.4698","-3.18797","37.1055"
49,0,"12.6141","-3.16767","37.208"
50,0,"12.4673","-3.19508","37.1148"
51,0,"12.4657","-3.18456","37.1065"
52,0,"11.9815","-2.77946","36.8426"
53,0,"12.6067","-3.16867","37.2384"
54,0,"12.4767","-3.18935","37.1182"
55,0,"11.987","-2.79612","36.8402"
56,0,"12.6104","-3.16188","37.2302"
57,0,"12.4723","-3.18823","37.1094"
58,0,"12.608","-3.1787","37.2356"
59,0,"12.4647","-3.18254","37.1119"
60,0,"12.4736","-3.18923","37.1173"
61,0,"11.9802","-2.79463","36.8242"
62,0,"12.5148","-3.21648","37.3286"
63,0,"11.9895","-2.779","36.8378"
64,0,"11.9888","-2.79047","36.8392"
65,0,"12.4699","-3.1912","37.1124"
66,0,"12.4742","-3.18123","37.1073"
67,0,"12.4638","-3.18768","37.0988"
68,0,"12.6015","-3.17965","37.2328"
69,0,"12.457","-3.18697","37.0999"
70,0,"12.6084","-3.164","37.2149"
71,0,"12.4755","-3.19631","37.1022"
72,0,"12.4662","-3.18367","37.1161"
73,0,"11.9928","-2.78959","36.8411"
74,0,"11.996","-2.79131","36.8427"
75,0,"12.47","-3.19705","37.1026"
76,0,"12.5989","-3.1801","37.2139"
77,0,"12.61","-3.15661","37.2209"
78,0,"12.4605","-3.18725","37.0987"
79,0,"12.5053","-3.22359","37.3033"
80,0,"12.4637","-3.18506","37.1072"
81,0,"12.4622","-3.18405","37.1144"
82,0,"12.4608","-3.18913","37.1202"
83,0,"12.617","-3.16892","37.2183"
84,0,"12.5017","-3.21879","37.3117"
85,0,"12.4808","-3.18976","37.13"
86,0,"11.9984","-2.79105","36.8527"
87,0,"12.4658","-3.18144","37.1097"
88,0,"12.4724","-3.18923","37.104"
89,0,"12.6238","-3.16624","37.2167"
90,0,"12.476","-3.19749","37.1077"
91,0,"12.004","-2.78605","36.8457"
92,0,"12.6233","-3.34151","37.1184"
93,0,"12.5039","-3.23097","37.3153"
94,0,"12.602","-3.16244","37.2186"
95,0,"12.0007","-2.79809","36.8357"
96,0,"12.4675","-3.17947","37.1127"
97,0,"12.6042","-3.1697","37.2229"
98,0,"12.4735","-3.18297","37.118"
99,0,"12.4774","-3.18416","37.1022"
100,0,"12.6198","-3.17013","37.2225"
101,0,"12.607","-3.18129","37.2156"
102,0,"11.9926","-2.78846","36.8426"
103,0,"12.0015","-2.79441","36.8336"
104,0,"12.5014","-3.22412","37.3005"
105,0,"12.6046","-3.17652","37.2238"
106,0,"12.6074","-3.17374","37.2075"
107,0,"12.4745","-3.20591","37.1229"
108,0,"11.9894","-2.78311","36.8416"
109,0,"12.6073","-3.16609","37.2243"
110,0,"12.478","-3.19656","37.1274"
111,0,"12.4682","-3.19538","37.1153"
112,0,"12.5085","-3.21092","37.3255"
113,0,"12.6086","-3.17099","37.2265"
114,0,"11.9983","-2.79744","36.8396"
115,0,"12.6085","-3.17697","37.2262"
116,0,"12.466","-3.18878","37.1101"
117,0,"12.51","-3.21033","37.3104"
118,0,"12.0051","-2.79519","36.8642"
119,0,"12.4777","-3.19","37.1221"
120,0,"11.9886","-2.79209","36.8415"
121,0,"11.9956","-2.79314","36.844"
122,0,"12.477","-3.1935","37.1154"
123,0,"12.4781","-3.18605","37.1128"
124,0,"12.4686","-3.19062","37.122"
125,0,"12.4753","-3.18323","37.1094"
126,0,"12.0008","-2.78176","36.844"
127,0,"12.4709","-3.18138","37.1066"
128,0,"11.9888","-2.78833","36.8366"
129,0,"12.6116","-3.16705","37.2208"
130,0,"12.4678","-3.18931","37.1034"
131,0,"12.467","-3.18537","37.1174"
132,0,"12.5101","-3.23177","37.3113"
133,0,"12.5085","-3.23299","37.3107"
134,0,"11.9961","-2.78332","36.8502"
