
112725924,POS,1,0FAC,-0.10,0.97,-0.08,73,x0D
112726016,POS,0,C6AC,-0.03,0.11,0.52,80,x08
112726016,POS,1,0FAC,-0.11,0.99,-0.15,74,x0D
112726116,POS,0,0FAC,-0.11,1.00,-0.22,87,x0D
112726216,POS,0,C6AC,-0.04,0.13,0.50,82,x08
112726223,POS,1,0FAC,-0.13,0.99,-0.25,75,x0D
112726315,POS,0,C6AC,-0.02,0.13,0.47,88,x08
112726322,POS,1,0FAC,-0.13,0.99,-0.31,73,x0D
112726414,POS,0,C6AC,-0.01,0.12,0.48,81,x08
112726422,POS,1,0FAC,-0.12,0.99,-0.39,79,x0D
112726513,POS,0,C6AC,-0.02,0.14,0.46,88,x08
112726520,POS,1,0FAC,-0.12,0.97,-0.14,71,x0D
112726620,POS,0,C6AC,-0.03,0.15,0.46,84,x08
112726620,POS,1,0FAC,-0.11,0.96,0.01,77,x0D
112726718,POS,0,C6AC,-0.03,0.14,0.49,79,x08
112726718,POS,1,0FAC,-0.11,0.95,0.17,70,x0D
112726818,POS,0,C6AC,-0.03,0.17,0.45,91,x08
112726818,POS,1,0FAC,-0.12,0.94,0.22,78,x0D
112726917,POS,0,C6AC,-0.04,0.20,0.40,94,x08
112726917,POS,1,0FAC,-0.13,0.94,0.02,71,x0D
112727017,POS,0,C6AC,-0.03,0.19,0.43,82,x08
112727017,POS,1,0FAC,-0.12,0.95,0.01,97,x0D
112727119,POS,0,C6AC,-0.02,0.17,0.47,79,x08
112727121,POS,1,0FAC,-0.12,0.96,-0.07,77,x0D
112727216,POS,0,C6AC,-0.02,0.19,0.44,91,x08
112727223,POS,1,0FAC,-0.13,0.97,-0.17,73,x0D
112727314,POS,0,C6AC,-0.02,0.18,0.48,80,x08
112727314,POS,1,0FAC,-0.11,1.00,-0.26,82,x0D
112727414,POS,0,C6AC,-0.02,0.19,0.47,87,x08
112727421,POS,1,0FAC,-0.13,1.00,-0.35,67,x0D
112727513,POS,0,C6AC,-0.01,0.16,0.39,92,x08
112727520,POS,1,0FAC,-0.13,1.00,-0.33,78,x0D
112727612,POS,0,C6AC,-0.02,0.16,0.45,76,x08
112727620,POS,1,0FAC,-0.10,1.02,-0.41,76,x0D
112727718,POS,0,C6AC,-0.02,0.18,0.43,90,x08
112727718,POS,1,0FAC,-0.12,1.01,-0.46,67,x0D
112727818,POS,0,C6AC,-0.02,0.18,0.44,85,x08
112727818,POS,1,0FAC,-0.13,0.98,-0.21,74,x0D
112727918,POS,0,C6AC,-0.02,0.19,0.44,87,x08
112727918,POS,1,0FAC,-0.12,1.00,-0.26,87,x0D
112728017,POS,0,C6AC,-0.03,0.17,0.47,81,x08
112728023,POS,1,0FAC,-0.11,0.97,-0.07,78,x0D
112728116,POS,0,C6AC,-0.02,0.15,0.48,81,x08
112728116,POS,1,0FAC,-0.11,0.95,0.10,73,x0D
112728215,POS,0,C6AC,-0.03,0.15,0.49,82,x08
112728222,POS,1,0FAC,-0.10,0.94,0.22,73,x0D
112728316,POS,0,C6AC,-0.03,0.16,0.49,84,x08
112728322,POS,1,0FAC,-0.12,0.95,0.06,74,x0D
112728419,POS,0,C6AC,-0.03,0.15,0.50,81,x08
112728423,POS,1,0FAC,-0.12,0.92,0.18,75,x0D
112728519,POS,0,C6AC,-0.03,0.17,0.49,87,x08
112728527,POS,1,0FAC,-0.13,0.95,0.08,77,x0D
112728619,POS,0,C6AC,-0.03,0.17,0.49,85,x08
112728625,POS,1,0FAC,-0.14,0.95,-0.09,70,x0D
112728719,POS,0,C6AC,-0.03,0.17,0.50,82,x08
112728724,POS,1,0FAC,-0.15,0.97,-0.23,64,x0D
112728819,POS,0,C6AC,-0.03,0.16,0.50,83,x08
112728825,POS,1,0FAC,-0.13,0.97,-0.21,82,x0D
112728918,POS,0,C6AC,-0.02,0.14,0.52,79,x08
112728923,POS,1,0FAC,-0.13,0.94,-0.04,78,x0D
