112728825,POS,1,0,-0.13,0.97,0.21,82,0
112728918,POS,0,6,-0.02,0.14,0.52,79,8
112728923,POS,1,0,-0.13,0.94,0.04,78,0
112729017,POS,0,6,-0.03,0.16,0.5,87,8
112729024,POS,1,0,-0.14,0.96,0.12,76,0
112729115,POS,0,6,-0.03,0.15,0.51,81,8
112729123,POS,1,0,-0.13,0.95,0,79,0
112729216,POS,0,6,-0.01,0.14,0.51,83,8
112729223,POS,1,0,-0.15,0.95,0.16,69,0
112729315,POS,0,6,-0.01,0.15,0.48,87,8
112729322,POS,1,0,-0.14,0.95,0.28,69,0
112729414,POS,0,6,-0.02,0.16,0.5,82,8
112729421,POS,1,0,-0.12,0.94,0.08,77,0
112729519,POS,0,6,-0.02,0.16,0.5,84,8
112729520,POS,1,0,-0.12,0.94,0.03,83,0
112729619,POS,0,6,-0.03,0.17,0.5,85,8
112729623,POS,1,0,-0.13,0.96,0.16,68,0
112729718,POS,0,6,-0.03,0.17,0.49,85,8
112729724,POS,1,0,-0.12,0.95,0.04,80,0
112729819,POS,0,6,NaN,NaN,NaN,0,8
112729824,POS,1,0,-0.13,0.93,0.1,75,0
112729918,POS,0,6,-0.03,0.16,0.51,79,8
112729925,POS,1,0,-0.14,0.94,0.07,70,0
112730017,POS,0,6,-0.03,0.16,0.5,86,8
112730024,POS,1,0,-0.14,0.95,0.2,69,0
112730116,POS,0,6,-0.02,0.16,0.49,85,8
112730124,POS,1,0,-0.15,0.93,0.01,73,0
112730215,POS,0,6,-0.01,0.16,0.48,86,8
112730223,POS,1,0,-0.14,0.96,0.1,75,0
112730318,POS,0,6,NaN,NaN,NaN,0,8
112730325,POS,1,0,-0.14,0.93,0.06,74,0
112730419,POS,0,6,-0.02,0.19,0.43,92,8
112730424,POS,1,0,-0.13,0.93,0.19,74,0
112730519,POS,0,6,-0.02,0.2,0.42,89,8
112730523,POS,1,0,-0.13,0.96,0.06,75,0
112730619,POS,0,6,-0.03,0.2,0.45,82,8
112730623,POS,1,0,-0.14,0.96,0.06,75,0
112730718,POS,0,6,-0.02,0.18,0.48,81,8
112730724,POS,1,0,-0.14,0.97,0.17,71,0
112730817,POS,0,6,-0.03,0.19,0.49,84,8
112730825,POS,1,0,-0.14,0.95,0.01,74,0
112730918,POS,0,6,-0.02,0.18,0.48,85,8
112730924,POS,1,0,-0.14,0.98,0.08,73,0
112731017,POS,0,6,-0.01,0.16,0.52,76,8
112731024,POS,1,0,-0.14,0.95,0.1,72,0
112731116,POS,0,6,-0.01,0.15,0.51,84,8
112731123,POS,1,0,-0.13,0.94,0.2,76,0
112731214,POS,0,6,-0.02,0.17,0.49,87,8
112731222,POS,1,0,-0.15,0.96,0,67,0
112731315,POS,0,6,-0.03,0.17,0.5,82,8
112731322,POS,1,0,-0.15,0.96,0.14,70,0
112731414,POS,0,6,-0.02,0.18,0.48,88,8
112731421,POS,1,0,-0.16,0.93,0.03,74,0
112731519,POS,0,6,-0.02,0.17,0.5,79,8
112731521,POS,1,0,-0.15,0.92,0.14,77,0
112731612,POS,0,6,-0.03,0.16,0.52,79,8
112731619,POS,1,0,-0.15,0.92,0.24,74,0
112731719,POS,0,6,-0.03,0.16,0.54,80,8
112731723,POS,1,0,-0.14,0.93,0.06,74,0
112731818,POS,0,6,-0.03,0.16,0.53,83,8
112731823,POS,1,0,-0.13,0.93,0.08,83,0
112731917,POS,0,6,-0.03,0.16,0.51,85,8
112731924,POS,1,0,-0.13,0.93,0.2,73,0
112732017,POS,0,6,-0.03,0.17,0.52,83,8
112732023,POS,1,0,-0.13,0.91,0.27,77,0
112732116,POS,0,6,-0.03,0.17,0.5,86,8
112732123,POS,1,0,-0.13,0.91,0.36,71,0
112732215,POS,0,6,-0.03,0.17,0.5,88,8
112732215,POS,1,0,-0.14,0.95,0.21,75,0
112732314,POS,0,6,-0.03,0.18,0.47,88,8
112732321,POS,1,0,-0.11,0.94,0.3,75,0
112732419,POS,0,6,-0.04,0.18,0.47,85,8
112732421,POS,1,0,-0.12,0.96,0.16,77,0
112732513,POS,0,6,-0.03,0.18,0.46,86,8
112732520,POS,1,0,-0.13,0.97,0.03,75,0
112732619,POS,0,6,-0.03,0.19,0.46,88,8
112732619,POS,1,0,-0.13,0.98,0.09,73,0
112732719,POS,0,6,-0.02,0.16,0.48,79,8
112732725,POS,1,0,-0.11,0.98,0.12,93,0
112732818,POS,0,6,-0.02,0.15,0.49,82,8
112732818,POS,1,0,-0.09,0.96,0,82,0
112732918,POS,0,6,-0.02,0.16,0.45,90,8
112732924,POS,1,0,-0.1,0.97,0.1,75,0
112733017,POS,0,6,-0.01,-0.44,0.42,91,8
112733024,POS,1,0,-0.11,0.95,0.06,75,0
112733119,POS,0,6,-0.01,-0.29,0.46,80,8
112733123,POS,1,0,-0.1,0.94,0.19,73,0
112733215,POS,0,6,-0.02,-0.17,0.46,86,8
112733222,POS,1,0,-0.11,0.96,0.06,75,0
112733315,POS,0,6,-0.02,-0.08,0.43,89,8
112733322,POS,1,0,-0.13,0.97,0.11,68,0
112733414,POS,0,6,-0.03,0,0.44,86,8
112733421,POS,1,0,-0.13,0.99,0.21,69,0
112733513,POS,0,6,-0.03,0.05,0.45,85,8
112733521,POS,1,0,-0.14,0.99,0.28,71,0
112733619,POS,0,6,-0.03,0.08,0.46,84,8
112733619,POS,1,0,-0.15,0.98,0.34,72,0
112733712,POS,0,6,-0.03,0.11,0.45,87,8
112733712,POS,1,0,-0.15,0.99,0.4,69,0
112733818,POS,0,6,-0.01,0.11,0.47,83,8
112733818,POS,1,0,-0.14,1.01,0.36,77,0
112733918,POS,0,6,-0.02,0.1,0.51,76,8
112733922,POS,1,0,-0.13,1.01,0.36,90,0
112734019,POS,0,6,-0.03,0.14,0.5,86,8
112734023,POS,1,0,-0.14,0.98,0.14,74,0
112734109,POS,0,6,-0.03,0.12,0.52,78,8
112734123,POS,1,0,-0.14,0.95,0.03,76,0
112734215,POS,0,6,-0.03,0.12,0.53,79,8
112734223,POS,1,0,-0.14,0.98,0.07,74,0
112734318,POS,0,6,-0.03,0.11,0.45,90,8
112734323,POS,1,0,-0.12,0.95,0.08,78,0
112734419,POS,0,6,-0.03,0.12,0.49,78,8
112734423,POS,1,0,-0.12,0.94,0.21,71,0
112734519,POS,0,6,-0.02,0.14,0.5,85,8
112734520,POS,1,0,-0.12,0.94,0.31,71,0
112734619,POS,0,6,-0.04,0.17,0.5,85,8
112734620,POS,1,0,-0.12,0.97,0.13,73,0
112734719,POS,0,6,-0.04,0.14,0.53,75,8
112734719,POS,1,0,-0.11,0.96,0.22,75,0
112734818,POS,0,6,-0.02,0.12,0.53,82,8
112734818,POS,1,0,-0.11,0.94,0.28,78,0
112734917,POS,0,6,-0.02,0.12,0.49,87,8
112734923,POS,1,0,-0.11,0.94,0.34,74,0
112735018,POS,0,6,-0.02,0.13,0.5,82,8
112735022,POS,1,0,-0.12,0.93,0.39,74,0
112735116,POS,0,6,-0.02,0.14,0.5,84,8
112735123,POS,1,0,-0.12,0.92,0.34,84,0
112735217,POS,0,6,-0.02,0.15,0.51,82,8
112735222,POS,1,0,-0.12,0.94,0.09,65,0
112735314,POS,0,6,-0.02,0.14,0.51,83,8
112735322,POS,1,0,-0.14,0.93,0.22,71,0
112735419,POS,0,6,-0.02,0.15,0.48,87,8
112735421,POS,1,0,-0.14,0.95,0.06,73,0
112735519,POS,0,6,-0.02,0.16,0.48,86,8
112735520,POS,1,0,-0.12,0.94,0.18,76,0
112735617,POS,0,6,-0.01,0.14,0.49,81,8
112735619,POS,1,0,-0.13,0.93,0.28,72,0
112735718,POS,0,6,-0.02,0.18,0.48,87,8
112735718,POS,1,0,-0.1,0.93,0.31,81,0
112735818,POS,0,6,-0.02,0.18,0.5,83,8
112735818,POS,1,0,-0.12,0.96,0.12,72,0
112735918,POS,0,6,-0.03,0.21,0.48,88,8
112735922,POS,1,0,-0.12,0.98,0.02,71,0
112736018,POS,0,6,-0.03,0.21,0.48,85,8
112736024,POS,1,0,-0.12,0.97,0.05,81,0
112736116,POS,0,6,-0.03,0.21,0.47,88,8
112736124,POS,1,0,-0.12,0.98,0.02,78,0
112736208,POS,0,6,-0.03,0.2,0.48,83,8
112736222,POS,1,0,-0.12,0.95,0.13,73,0
112736315,POS,0,6,-0.03,0.19,0.5,81,8
112736315,POS,1,0,-0.12,0.94,0.25,72,0
112736414,POS,0,6,-0.03,0.21,0.44,93,8
112736422,POS,1,0,-0.12,0.95,0.06,73,0
112736519,POS,0,6,-0.04,0.22,0.42,90,8
112736522,POS,1,0,-0.13,0.97,0.03,75,0
112736613,POS,0,6,-0.03,0.2,0.45,83,8
112736622,POS,1,0,-0.14,0.95,0.13,70,0
112736718,POS,0,6,-0.03,0.2,0.45,86,8
112736725,POS,1,0,-0.13,0.94,0.25,72,0
112736811,POS,0,6,-0.03,0.17,0.49,77,8
112736811,POS,1,0,-0.12,0.93,0.33,76,0
112736917,POS,0,6,-0.03,0.17,0.45,89,8
112736923,POS,1,0,-0.13,0.95,0.12,71,0
112737016,POS,0,6,-0.03,0.17,0.47,88,8
112737022,POS,1,0,-0.13,0.95,0.01,77,0
112737116,POS,0,6,-0.03,0.17,0.48,83,8
112737123,POS,1,0,-0.16,0.94,0.16,79,0
112737215,POS,0,6,-0.03,0.16,0.36,93,8
112737224,POS,1,0,-0.16,0.93,0.28,69,0
112737314,POS,0,6,-0.02,0.16,0.37,87,8
112737321,POS,1,0,-0.14,0.98,0.15,74,0
112737419,POS,0,6,0.06,0.02,0.14,68,8
112737422,POS,1,0,-0.14,0.96,0.04,95,0
112737518,POS,0,6,0.03,0.08,0.21,89,8
112737520,POS,1,0,-0.14,0.97,0.06,75,0
112737612,POS,0,6,0.02,0.1,0.29,82,8
112737612,POS,1,0,-0.13,0.94,0.07,78,0
112737718,POS,0,6,0.01,0.09,0.37,76,8
112737718,POS,1,0,-0.12,0.97,0.09,69,0
112737818,POS,0,6,-0,0.13,0.39,88,8
112737821,POS,1,0,-0.13,0.97,0.17,76,0
112737917,POS,0,6,-0.01,0.15,0.4,87,8
112737917,POS,1,0,-0.13,0.97,0.27,72,0
112738018,POS,0,6,-0.02,0.14,0.44,80,8
112738024,POS,1,0,-0.11,0.95,0.07,77,0
112738115,POS,0,6,-0.02,0.16,0.39,92,8
112738123,POS,1,0,-0.13,0.95,0.15,77,0
112738219,POS,0,6,-0.02,0.17,0.42,84,8
112738223,POS,1,0,-0.13,0.93,0.01,77,0
112738319,POS,0,6,-0.02,0.17,0.42,86,8
112738324,POS,1,0,-0.13,0.92,0.16,72,0
112738418,POS,0,6,-0.03,0.18,0.37,92,8
112738422,POS,1,0,-0.13,0.91,0.18,83,0
112738514,POS,0,6,-0.03,0.16,0.41,81,8
112738522,POS,1,0,-0.14,0.95,0.03,72,0
112738619,POS,0,6,-0.04,0.17,0.44,84,8
112738623,POS,1,0,-0.15,0.93,0.17,72,0
112738718,POS,0,6,-0.02,0.16,0.45,84,8
112738719,POS,1,0,-0.15,0.95,0.01,72,0
112738818,POS,0,6,-0.03,0.18,0.44,88,8
112738823,POS,1,0,-0.14,0.93,0.12,78,0
112738919,POS,0,6,-0.03,0.15,0.49,75,8
112738925,POS,1,0,-0.14,0.95,0.05,69,0
112739017,POS,0,6,-0.03,0.15,0.47,86,8
112739023,POS,1,0,-0.14,0.96,0.16,74,0
112739119,POS,0,6,-0.03,0.14,0.38,92,8
112739123,POS,1,0,-0.11,0.95,0,78,0
112739216,POS,0,6,-0.03,0.16,0.39,88,8
112739224,POS,1,0,-0.12,0.93,0.13,74,0
112739315,POS,0,6,-0.03,0.14,0.42,81,8
112739322,POS,1,0,-0.12,0.96,0.04,78,0
112739418,POS,0,6,-0.01,0.14,0.4,88,8
112739421,POS,1,0,-0.12,0.93,0.14,80,0
112739513,POS,0,6,-0.03,0.16,0.43,84,8
112739522,POS,1,0,-0.12,0.92,0.23,76,0
112739612,POS,0,6,-0.04,0.19,0.35,95,8
112739622,POS,1,0,-0.12,0.92,0.25,80,0
112739718,POS,0,6,-0.05,0.22,0.35,91,8
112739718,POS,1,0,-0.12,0.92,0.32,74,0
112739818,POS,0,6,-0.05,0.21,0.38,84,8
112739818,POS,1,0,-0.13,0.91,0.09,72,0
112739917,POS,0,6,-0.04,0.2,0.41,84,8
112739917,POS,1,0,-0.14,0.92,0.07,72,0
112740016,POS,0,6,-0.03,0.17,0.46,78,8
112740022,POS,1,0,-0.13,0.92,0.01,84,0
112740116,POS,0,6,-0.04,0.17,0.47,82,8
112740123,POS,1,0,-0.14,0.91,0.1,78,0
112740215,POS,0,6,-0.03,0.18,0.44,90,8
112740222,POS,1,0,-0.13,0.93,0.03,75,0
112740319,POS,0,6,-0.03,0.19,0.44,88,8
112740323,POS,1,0,-0.14,0.91,0.12,73,0
112740414,POS,0,6,-0.04,0.21,0.4,92,8
112740423,POS,1,0,-0.14,0.91,0.21,76,0
112740519,POS,0,6,-0.03,0.19,0.43,83,8
112740519,POS,1,0,-0.12,0.9,0.28,77,0
112740611,POS,0,6,-0.02,0.19,0.42,87,8
112740611,POS,1,0,-0.13,0.9,0.07,74,0
112740719,POS,0,6,-0.03,0.21,0.37,94,8
112740719,POS,1,0,-0.12,0.95,0.02,74,0
112740818,POS,0,6,-0.02,0.21,0.4,84,8
112740818,POS,1,0,-0.11,0.94,0.11,77,0
112740917,POS,0,6,-0.03,0.21,0.4,88,8
112740924,POS,1,0,-0.12,0.92,0.09,85,0
112741015,POS,0,6,-0.03,0.21,0.43,84,8
112741024,POS,1,0,-0.12,0.94,0.05,73,0
112741116,POS,0,6,-0.03,0.19,0.44,83,8
112741122,POS,1,0,-0.13,0.97,0.14,72,0
112741216,POS,0,6,-0.03,0.19,0.45,86,8
112741223,POS,1,0,-0.13,0.99,0.21,73,0
112741317,POS,0,6,-0.03,0.18,0.46,83,8
112741322,POS,1,0,-0.12,0.97,0.02,75,0
112741418,POS,0,6,-0.03,0.17,0.46,84,8
112741422,POS,1,0,-0.13,0.95,0.14,71,0
112741519,POS,0,6,-0.02,0.17,0.47,85,8
112741520,POS,1,0,-0.11,0.92,0.21,82,0
112741618,POS,0,6,-0.02,0.19,0.44,93,8
112741619,POS,1,0,-0.12,0.94,0.03,72,0
112741719,POS,0,6,-0.02,0.18,0.49,78,8
112741719,POS,1,0,-0.13,0.95,0.08,74,0
112741816,POS,0,6,-0.03,0.19,0.49,85,8
112741819,POS,1,0,-0.13,0.94,0.19,76,0
112741917,POS,0,6,-0.02,0.2,0.46,89,8
112741922,POS,1,0,-0.13,0.93,0.01,72,0
112742016,POS,0,6,-0.04,0.2,0.47,84,8
112742023,POS,1,0,-0.13,0.92,0.04,85,0
112742115,POS,0,6,-0.03,0.2,0.46,86,8
112742123,POS,1,0,-0.14,0.95,0.11,68,0
112742215,POS,0,6,-0.03,0.2,0.45,87,8
112742222,POS,1,0,-0.14,0.93,0.06,72,0
112742315,POS,0,6,-0.03,0.19,0.47,82,8
112742322,POS,1,0,-0.13,0.92,0.18,76,0
112742414,POS,0,6,-0.03,0.19,0.48,84,8
112742421,POS,1,0,-0.13,0.92,0.27,74,0
112742505,POS,0,6,-0.03,0.18,0.48,84,8
112742522,POS,1,0,-0.13,0.96,0.11,71,0
112742619,POS,0,6,-0.04,0.2,0.49,85,8
112742619,POS,1,0,-0.13,0.98,0.03,74,0
112742718,POS,0,6,-0.03,0.19,0.51,81,8
112742719,POS,1,0,-0.13,0.96,0.11,75,0
112742818,POS,0,6,-0.03,0.18,0.5,84,8
112742818,POS,1,0,-0.11,0.97,0.05,95,0
112742917,POS,0,6,-0.03,0.19,0.48,89,8
112742917,POS,1,0,-0.12,0.94,0.12,83,0
112743017,POS,0,6,-0.02,0.19,0.5,81,8
112743023,POS,1,0,-0.13,0.93,0.22,74,0
112743118,POS,0,6,0.05,0.07,0.24,73,8
112743122,POS,1,0,-0.13,0.94,0.04,73,0
112743218,POS,0,6,0.02,0.09,0.31,81,8
112743222,POS,1,0,-0.13,0.95,0.1,71,0
112743317,POS,0,6,0,0.13,0.33,89,8
112743321,POS,1,0,-0.15,0.98,0.23,63,0
112743419,POS,0,6,0,0.13,0.38,81,8
112743421,POS,1,0,-0.15,0.95,0.04,75,0
112743517,POS,0,6,-0.01,0.13,0.44,77,8
112743522,POS,1,0,-0.15,0.97,0.14,73,0
112743619,POS,0,6,-0.02,0.13,0.49,77,8
112743619,POS,1,0,-0.14,0.93,0.02,78,0
112743718,POS,0,6,0.16,-0.13,0.23,63,8
112743720,POS,1,0,-0.13,0.93,0.12,75,0
112743817,POS,0,6,0.11,-0.05,0.07,88,8
112743823,POS,1,0,-0.13,0.94,0.21,73,0
112743917,POS,0,6,0.15,-0.12,0.1,66,8
112743923,POS,1,0,-0.15,0.96,0.28,69,0
112744017,POS,0,6,0.18,-0.16,0.2,74,8
112744023,POS,1,0,-0.14,0.96,0.05,69,0
112744116,POS,0,6,0.17,-0.18,0.3,70,8
112744122,POS,1,0,-0.15,0.94,0.06,79,0
112744214,POS,0,6,0.12,-0.12,0.34,82,8
112744222,POS,1,0,-0.14,0.93,0.17,75,0
112744314,POS,0,6,0.07,-0.06,0.12,80,8
112744322,POS,1,0,-0.12,0.94,0.26,75,0
112744413,POS,0,6,0.04,-0,0.05,81,8
112744422,POS,1,0,-0.12,0.94,0.26,80,0
112744513,POS,0,6,0.02,0.01,0.17,79,8
112744522,POS,1,0,-0.12,0.96,0.1,75,0
112744619,POS,0,6,0.01,0.03,0.27,78,8
112744619,POS,1,0,-0.12,0.99,0.01,74,0
112744719,POS,0,6,-0.01,0.05,0.34,80,8
112744719,POS,1,0,-0.1,0.98,0.14,73,0
112744817,POS,0,6,-0.02,-0.03,0.43,60,8
112744817,POS,1,0,-0.11,0.97,0.26,70,0
112744918,POS,0,6,-0.02,-0.09,0.51,60,8
112744923,POS,1,0,-0.1,0.97,0.06,73,0
112745016,POS,0,6,0.05,-0.16,0.23,66,8
112745023,POS,1,0,-0.13,0.99,0.12,63,0
112745115,POS,0,6,0.04,-0.17,0.36,61,8
112745123,POS,1,0,-0.15,0.95,0.05,75,0
112745215,POS,0,6,0.02,-0.18,0.45,63,8
112745221,POS,1,0,-0.12,0.94,0.14,80,0
112745314,POS,0,6,0.07,-0.18,0.21,75,8
112745321,POS,1,0,-0.14,0.91,0.25,74,0
112745413,POS,0,6,0.1,-0.19,0.02,75,8
112745421,POS,1,0,-0.15,0.92,0.03,68,0
112745506,POS,0,6,0.12,-0.2,0.11,73,8
112745520,POS,1,0,-0.13,0.94,0.02,81,0
112745618,POS,0,6,0.14,-0.21,0.23,72,8
112745619,POS,1,0,-0.13,0.97,0.1,75,0
112745718,POS,0,6,0.1,-0.2,0.37,60,8
112745718,POS,1,0,-0.13,0.94,0.03,79,0
112745817,POS,0,6,0.12,-0.19,0.44,72,8
112745817,POS,1,0,-0.13,0.98,0.06,74,0
112745916,POS,0,6,0.08,-0.09,0.17,78,8
112745916,POS,1,0,-0.12,0.99,0.1,78,0
112746016,POS,0,6,0.04,-0.01,0.03,78,8
112746016,POS,1,0,-0.11,0.96,0.05,78,0
112746116,POS,0,6,0.02,-0.06,0.23,58,8
112746123,POS,1,0,-0.11,0.95,0.04,84,0
112746215,POS,0,6,0.06,-0.09,0.06,77,8
112746222,POS,1,0,-0.1,0.93,0.17,75,0
112746314,POS,0,6,0.03,-0.01,0.2,80,8
112746321,POS,1,0,-0.12,0.92,0.25,75,0
112746414,POS,0,6,-0,0.04,0.31,77,8
112746420,POS,1,0,-0.12,0.91,0.3,79,0
112746519,POS,0,6,0.04,-0.03,0.09,72,8
112746522,POS,1,0,-0.13,0.9,0.37,73,0
112746612,POS,0,6,0.01,0.02,0.23,77,8
112746619,POS,1,0,-0.14,0.94,0.15,68,0
112746718,POS,0,6,-0.01,-0.02,0.38,60,8
112746718,POS,1,0,-0.14,0.96,0.06,78,0
112746817,POS,0,6,-0.02,0.04,0.44,80,8
112746817,POS,1,0,-0.14,0.97,0.05,75,0
112746917,POS,0,6,-0.04,-0.02,0.53,57,8
112746924,POS,1,0,-0.15,1.01,0.19,63,0
112747018,POS,0,6,-0.05,0.05,0.55,80,8
112747022,POS,1,0,-0.14,0.98,0.02,77,0
112747115,POS,0,6,-0.06,-0.01,0.62,56,8
112747122,POS,1,0,-0.13,1,0.09,76,0
112747215,POS,0,6,-0.07,0.04,0.63,77,8
112747221,POS,1,0,-0.15,1.02,0.23,62,0
112747314,POS,0,6,-0.01,-0.02,0.34,75,8
112747321,POS,1,0,-0.14,0.99,0.06,78,0
112747413,POS,0,6,-0.04,0.04,0.42,77,8
112747421,POS,1,0,-0.13,0.97,0.11,71,0
112747513,POS,0,6,-0.06,0.09,0.47,79,8
112747520,POS,1,0,-0.14,0.97,0.01,76,0
112747618,POS,0,6,-0.07,0.13,0.51,79,8
112747619,POS,1,0,-0.15,0.98,0.17,66,0
112747718,POS,0,6,-0.01,0.06,0.25,77,8
112747718,POS,1,0,-0.14,0.95,0.01,76,0
112747817,POS,0,6,0.02,0,0.04,72,8
112747817,POS,1,0,-0.14,0.93,0.15,72,0
112747917,POS,0,6,-0.01,0.04,0.19,76,8
112747923,POS,1,0,-0.13,0.95,0.25,71,0
112748017,POS,0,6,0.03,-0.02,0,71,8
112748023,POS,1,0,-0.12,0.93,0.06,76,0
112748116,POS,0,6,0.05,-0.07,0.13,73,8
112748123,POS,1,0,-0.14,0.94,0.18,70,0
112748214,POS,0,6,0.07,-0.1,0.26,70,8
112748222,POS,1,0,-0.11,0.93,0.04,81,0
112748313,POS,0,6,0.04,-0.13,0.01,57,8
112748321,POS,1,0,-0.11,0.97,0.11,75,0
112748414,POS,0,6,0.06,-0.16,0.14,70,8
112748421,POS,1,0,-0.12,0.95,0.03,82,0
112748513,POS,0,6,0.02,-0.07,0.05,77,8
112748520,POS,1,0,-0.13,0.94,0.13,71,0
112748618,POS,0,6,-0,-0.12,0.24,54,8
112748618,POS,1,0,-0.14,0.94,0.02,74,0
112748718,POS,0,6,-0.03,-0.15,0.38,58,8
112748718,POS,1,0,-0.13,0.94,0,85,0
112748818,POS,0,6,-0.04,-0.16,0.48,59,8
112748824,POS,1,0,-0.14,0.92,0.14,73,0
112748916,POS,0,6,0.01,-0.18,0.2,68,8
112748924,POS,1,0,-0.15,0.92,0.05,68,0
112749019,POS,0,6,0.04,-0.2,0.01,70,8
112749023,POS,1,0,-0.14,0.91,0.1,77,0
112749115,POS,0,6,-0,-0.11,0.17,76,8
112749122,POS,1,0,-0.14,0.94,0.01,75,0
112749215,POS,0,6,0.04,-0.14,0,74,8
112749222,POS,1,0,-0.15,0.93,0.12,75,0
112749314,POS,0,6,0.05,-0.16,0.11,77,8
112749321,POS,1,0,-0.15,0.91,0.25,70,0
112749413,POS,0,6,0.02,-0.17,0.11,58,8
112749421,POS,1,0,-0.15,0.93,0.05,71,0
112749519,POS,0,6,-0.02,-0.18,0.29,55,8
112749520,POS,1,0,-0.14,0.93,0.16,76,0
112749618,POS,0,6,-0.05,-0.18,0.42,58,8
112749618,POS,1,0,-0.14,0.95,0.02,73,0
112749718,POS,0,6,-0.07,-0.19,0.5,58,8
112749718,POS,1,0,-0.13,0.94,0.16,74,0
112749818,POS,0,6,-0.09,-0.2,0.58,57,8
112749818,POS,1,0,-0.13,0.96,0.02,75,0
112749917,POS,0,6,-0.1,-0.21,0.63,56,8
112749917,POS,1,0,-0.13,0.96,0.1,74,0
112750016,POS,0,6,-0.06,-0.21,0.36,74,8
112750023,POS,1,0,-0.12,0.94,0.06,75,0
112750114,POS,0,6,-0.09,-0.22,0.46,56,8
112750123,POS,1,0,-0.13,0.95,0.09,71,0
112750219,POS,0,6,-0.03,-0.26,0.2,65,8
112750222,POS,1,0,-0.12,0.96,0.08,71,0
112750314,POS,0,6,0.01,-0.27,0.01,69,8
112750321,POS,1,0,-0.12,0.95,0.21,72,0
112750413,POS,0,6,-0.04,-0.25,0.19,59,8
112750420,POS,1,0,-0.13,0.97,0.07,74,0
112750517,POS,0,6,-0.01,-0.23,0.02,76,8
112750519,POS,1,0,-0.12,0.97,0.2,72,0
112750619,POS,0,6,0.01,-0.22,0.1,76,8
112750619,POS,1,0,-0.14,0.99,0,65,0
112750718,POS,0,6,0.02,-0.2,0.23,71,8
112750718,POS,1,0,-0.08,1.1,0.14,58,0
112750817,POS,0,6,-0.03,-0.2,0.01,59,8
112750817,POS,1,0,-0.09,1.11,0.05,63,0
112750917,POS,0,6,0.01,-0.23,0.14,67,8
112750923,POS,1,0,-0.11,1.18,0.19,61,0
112751016,POS,0,6,0.04,-0.23,0.25,69,8
