Time,Ax,Ay,Az,Sx,Sy,Sz,x,y,z
1762512697.7920775,-2.0,-1.0,-1000.0,0,0,0,0.0,0.0,0.0
1762512697.8933873,-3.0,-1.0,-1000.0,0,0,0,0.0,0.0,0.0
1762512697.9937868,-2.0,-3.0,-1000.0,0,0,0,0.0,0.0,0.0
1762512698.0939188,0.0,-1.0,-1000.0,0,0,0,0.0,0.0,0.0
1762512698.1942856,-2.0,-4.0,-998.0,0,0,0,0.0,0.0,0.0
1762512698.2949355,-2.0,-4.0,-998.0,0,0,0,0.0,0.0,0.0
1762512698.395344,-2.0,-1.0,-1000.0,0,0,0,0.0,0.0,0.0
1762512698.49562,-1.0,-2.0,-999.0,0,0,0,0.0,0.0,0.0
1762512698.5961764,-1.0,-3.0,-999.0,0,0,0,0.0,0.0,0.0
1762512698.6964207,-1.0,-2.0,-999.0,0,0,0,0.0,0.0,0.0
1762512698.7967737,-2.0,-2.0,-996.0,0,0,0,0.0,0.0,0.0
1762512698.8971608,-2.0,0.0,-997.0,0,0,0,0.0,0.0,0.0
1762512698.9973156,-2.0,-1.0,-1003.0,0,0,0,0.0,0.0,0.0
1762512699.0980473,0.0,-2.0,-1002.0,0,0,0,0.0,0.0,0.0
1762512699.1988134,0.0,-1.0,-1002.0,0,0,0,0.0,0.0,0.0
1762512699.2992435,-2.0,-1.0,-1000.0,0,0,0,0.0,0.0,0.0
1762512699.39943,-2.0,-3.0,-1003.0,0,0,0,0.0,0.0,0.0
1762512699.4996905,-1.0,-2.0,-999.0,0,0,0,0.0,0.0,0.0
1762512699.6000206,-2.0,-3.0,-997.0,0,0,0,0.0,0.0,0.0
1762512699.700195,-2.0,-2.0,-1002.0,0,0,0,0.0,0.0,0.0
1762512699.8005037,-1.0,-1.0,-997.0,0,0,0,0.0,0.0,0.0
1762512699.9007347,-1.0,-2.0,-998.0,0,0,0,0.0,0.0,0.0
1762512700.0010498,-1.0,-2.0,-1000.0,0,0,0,0.0,0.0,0.0
1762512700.101548,-1.0,-2.0,-1004.0,0,0,0,0.0,0.0,0.0
1762512700.202032,-1.0,0.0,-1001.0,0,0,0,0.0,0.0,0.0
1762512700.3022816,-1.0,-1.0,-1002.0,0,0,0,0.0,0.0,0.0
1762512700.402485,-2.0,-1.0,-998.0,0,0,0,0.0,0.0,0.0
1762512700.5028718,-1.0,-1.0,-998.0,0,0,0,0.0,0.0,0.0
1762512700.603353,-1.0,-2.0,-999.0,0,0,0,0.0,0.0,0.0
1762512700.7036517,0.0,-2.0,-996.0,0,0,0,0.0,0.0,0.0
1762512700.8040028,-1.0,-2.0,-999.0,0,0,0,0.0,0.0,0.0
