Time,Ax,Ay,Az,Sx,Sy,Sz,x,y,z
1762165895.1427128,-9.0,-9.0,-999.0,0,0,0,0.0,0.0,0.0
1762165895.2437947,-8.0,-9.0,-1001.0,0,0,0,0.0,0.0,0.0
1762165895.3442655,-6.0,-10.0,-1000.0,0,0,0,0.0,0.0,0.0
1762165895.4444146,-8.0,-10.0,-999.0,0,0,0,0.0,0.0,0.0
1762165895.5445573,-9.0,-10.0,-1000.0,0,0,0,0.0,0.0,0.0
1762165895.6447127,-9.0,-10.0,-1004.0,0,0,0,0.0,0.0,0.0
1762165895.745164,-8.0,-9.0,-1001.0,0,0,0,0.0,0.0,0.0
1762165895.8456988,-9.0,-8.0,-1001.0,0,0,0,0.0,0.0,0.0
1762165895.9461951,-9.0,-10.0,-998.0,0,0,0,0.0,0.0,0.0
1762165896.0463629,-9.0,-10.0,-1000.0,0,0,0,0.0,0.0,0.0
1762165896.1468003,-8.0,-10.0,-997.0,0,0,0,0.0,0.0,0.0
1762165896.2473412,-9.0,-10.0,-999.0,0,0,0,0.0,0.0,0.0
1762165896.3480425,-8.0,-10.0,-1000.0,0,0,0,0.0,0.0,0.0
1762165896.4484718,-9.0,-9.0,-1001.0,0,0,0,0.0,0.0,0.0
1762165896.5489192,-10.0,-10.0,-1000.0,0,0,0,0.0,0.0,0.0
1762165896.6492114,-9.0,-10.0,-1000.0,0,0,0,0.0,0.0,0.0
1762165896.749406,-9.0,-11.0,-998.0,0,0,0,0.0,0.0,0.0
1762165896.85011,-9.0,-10.0,-999.0,0,0,0,0.0,0.0,0.0
1762165896.9503767,-10.0,-10.0,-1000.0,0,0,0,0.0,0.0,0.0
1762165897.0509086,-9.0,-10.0,-999.0,0,0,0,0.0,0.0,0.0
1762165897.1511593,-9.0,-9.0,-997.0,0,0,0,0.0,0.0,0.0
1762165897.2514148,-7.0,-10.0,-998.0,0,0,0,0.0,0.0,0.0
1762165897.351669,-8.0,-11.0,-999.0,0,0,0,0.0,0.0,0.0
1762165897.452297,-8.0,-10.0,-997.0,0,0,0,0.0,0.0,0.0
1762165897.552982,-10.0,-11.0,-1001.0,0,0,0,0.0,0.0,0.0
1762165897.6534579,-8.0,-10.0,-999.0,0,0,0,0.0,0.0,0.0
1762165897.7538545,-7.0,-11.0,-1000.0,0,0,0,0.0,0.0,0.0
1762165897.8545024,-9.0,-9.0,-1000.0,0,0,0,0.0,0.0,0.0
1762165897.9549384,-9.0,-10.0,-1003.0,0,0,0,0.0,0.0,0.0
1762165898.0552096,-9.0,-9.0,-1000.0,0,0,0,0.0,0.0,0.0
1762165898.15552,-11.0,-10.0,-999.0,0,0,0,0.0,0.0,0.0
1762165898.255898,-11.0,-10.0,-999.0,0,0,0,0.0,0.0,0.0
1762165898.3566778,-12.0,-9.0,-1001.0,0,0,0,0.0,0.0,0.0
1762165898.457127,-9.0,-15.0,-1004.0,0,0,0,0.0,0.0,0.0
1762165898.5575666,-10.0,-9.0,-1003.0,0,0,0,0.0,0.0,0.0
1762165898.657818,-11.0,10.0,-996.0,0,0,0,0.0,0.0,0.0
1762165898.758154,-16.0,0.0,-1002.0,0,0,0,0.0,0.0,0.0
1762165898.8585737,-10.0,-4.0,-996.0,0,0,0,0.0,0.0,0.0
1762165898.9592445,-1.0,5.0,-1025.0,0,0,0,0.0,0.0,0.0
1762165899.0597055,0.0,15.0,-1079.0,0,0,0,0.0,0.0,0.0
1762165899.1600146,-6.0,4.0,-1125.0,0,0,0,0.0,0.0,0.0
1762165899.260302,6.0,17.0,-1160.0,0,0,1,0.0,0.0,0.10028743743896484
1762165899.3604965,-14.0,-21.0,-1132.0,0,0,3,0.0,0.0,0.40087080001831055
1762165899.4612932,-30.0,3.0,-1040.0,0,0,4,0.0,0.0,0.8040575981140137
1762165899.5618873,-7.0,-4.0,-1002.0,0,0,5,0.0,0.0,1.307027816772461
1762165899.6622293,12.0,14.0,-1033.0,0,0,5,0.0,0.0,1.8087379932403564
1762165899.762547,-5.0,-1.0,-992.0,0,0,5,0.0,0.0,2.31032657623291
1762165899.862937,-12.0,0.0,-985.0,0,0,5,0.0,0.0,2.8122763633728027
1762165899.9635525,0.0,4.0,-982.0,0,0,5,0.0,0.0,3.3153538703918457
1762165900.0638564,-26.0,-1.0,-967.0,0,0,5,0.0,0.0,3.81687331199646
1762165900.1646311,-8.0,1.0,-946.0,0,0,5,0.0,0.0,4.320747137069702
1762165900.265215,-8.0,1.0,-946.0,0,0,5,0.0,0.0,4.823666095733643
1762165900.3654096,-14.0,8.0,-936.0,0,0,4,0.0,0.0,5.22444486618042
1762165900.465829,-15.0,2.0,-928.0,0,0,3,0.0,0.0,5.525702714920044
1762165900.566417,-15.0,0.0,-948.0,0,0,3,0.0,0.0,5.82746696472168
1762165900.6671066,-20.0,2.0,-936.0,0,0,2,0.0,0.0,6.028846263885498
1762165900.767459,-18.0,0.0,-951.0,0,0,1,0.0,0.0,6.1291985511779785
1762165900.8677006,-18.0,0.0,-951.0,0,0,1,0.0,0.0,6.229440212249756
1762165900.9680977,-22.0,0.0,-954.0,0,0,0,0.0,0.0,6.229440212249756
1762165901.0684133,1.0,-8.0,-974.0,0,0,0,0.0,0.0,6.229440212249756
1762165901.1686685,-8.0,17.0,-980.0,0,0,0,0.0,0.0,6.229440212249756
1762165901.269334,-11.0,9.0,-983.0,0,0,0,0.0,0.0,6.229440212249756
1762165901.3698604,6.0,0.0,-983.0,0,0,0,0.0,0.0,6.229440212249756
1762165901.4706209,6.0,0.0,-983.0,0,0,0,0.0,0.0,6.229440212249756
1762165901.5711226,-15.0,-3.0,-981.0,0,0,0,0.0,0.0,6.229440212249756
1762165901.6716275,-16.0,-2.0,-981.0,0,0,0,0.0,0.0,6.229440212249756
1762165901.7721188,-13.0,9.0,-1030.0,0,0,-1,0.0,0.0,6.128948926925659
1762165901.8722658,-26.0,-2.0,-996.0,0,0,-1,0.0,0.0,6.028801918029785
1762165901.9730165,-23.0,-7.0,-1016.0,0,0,-1,0.0,0.0,5.928051233291626
1762165902.073178,-2.0,8.0,-1025.0,0,0,0,0.0,0.0,5.928051233291626
1762165902.1736684,-9.0,1.0,-1026.0,0,0,0,0.0,0.0,5.928051233291626
1762165902.2740073,-7.0,7.0,-1024.0,0,0,0,0.0,0.0,5.928051233291626
1762165902.37444,-9.0,8.0,-1015.0,0,0,0,0.0,0.0,5.928051233291626
1762165902.474914,-19.0,18.0,-1012.0,0,0,0,0.0,0.0,5.928051233291626
1762165902.5752575,-9.0,-7.0,-1008.0,0,0,0,0.0,0.0,5.928051233291626
1762165902.675974,-28.0,10.0,-1017.0,0,0,0,0.0,0.0,5.928051233291626
1762165902.776197,-8.0,16.0,-1002.0,0,0,0,0.0,0.0,5.928051233291626
1762165902.876673,-30.0,5.0,-999.0,0,0,0,0.0,0.0,5.928051233291626
1762165902.9768424,-13.0,-9.0,-1005.0,0,0,0,0.0,0.0,5.928051233291626
1762165903.0772738,-21.0,8.0,-995.0,0,0,0,0.0,0.0,5.928051233291626
1762165903.1780422,-34.0,8.0,-1017.0,0,0,0,0.0,0.0,5.928051233291626
1762165903.278534,-26.0,8.0,-978.0,0,0,0,0.0,0.0,5.928051233291626
1762165903.3787794,-14.0,9.0,-992.0,0,0,0,0.0,0.0,5.928051233291626
