Frame,Sub Frame,"Rotation (Helical) - TelloUWB11",,
,,"RX","RY","RZ"
Frames,Frames,"°","°","°"
376,0,"-0.289888","1.35968","-5.489"
377,0,"-0.388476","1.30427","-5.56743"
378,0,"-0.774483","1.72231","-5.34822"
379,0,"-0.761613","1.72685","-5.34297"
380,0,"-0.700664","1.66241","-5.33045"
381,0,"-0.234571","1.31613","-5.46949"
382,0,"-0.39866","1.30058","-5.5566"
383,0,"-0.250799","1.32205","-5.47097"
384,0,"-0.711634","1.67565","-5.33523"
385,0,"-0.709252","1.68549","-5.33183"
386,0,"-0.683646","1.65068","-5.30573"
387,0,"-0.716614","1.67562","-5.33344"
388,0,"-0.709985","1.66957","-5.33298"
389,0,"-0.709826","1.6613","-5.32564"
390,0,"-0.67837","1.64857","-5.32616"
391,0,"-0.705977","1.67587","-5.32478"
392,0,"-0.826556","1.64416","-5.422"
393,0,"-0.723099","1.68461","-5.32485"
394,0,"-0.740976","1.71963","-5.33729"
395,0,"-0.732658","1.69076","-5.33338"
396,0,"-0.708712","1.67453","-5.31954"
397,0,"-0.713257","1.68046","-5.32906"
398,0,"-0.677883","1.65382","-5.31501"
399,0,"-0.685736","1.66379","-5.32738"
400,0,"-0.735143","1.70886","-5.35265"
401,0,"-0.679551","1.6562","-5.33852"
402,0,"-0.671882","1.64809","-5.33146"
403,0,"-0.71461","1.68589","-5.33507"
404,0,"-0.741517","1.69949","-5.33456"
405,0,"-0.742083","1.6955","-5.3333"
406,0,"-0.246917","1.3203","-5.47447"
407,0,"-0.292131","1.37212","-5.47024"
408,0,"-0.690216","1.67157","-5.31547"
409,0,"-0.250931","1.32808","-5.47565"
410,0,"-0.271502","1.34891","-5.48123"
411,0,"-0.740703","1.70981","-5.32948"
412,0,"-0.236233","1.3088","-5.45547"
413,0,"-0.218323","1.30051","-5.4558"
414,0,"-0.678967","1.65991","-5.3251"
415,0,"-0.675429","1.65122","-5.32657"
416,0,"-0.694642","1.66445","-5.32223"
417,0,"-0.672046","1.65087","-5.32356"
418,0,"-0.685423","1.67168","-5.31592"
419,0,"-0.290094","1.36558","-5.47702"
420,0,"-0.824683","1.63944","-5.41615"
421,0,"-0.268497","1.34339","-5.49054"
422,0,"-0.261655","1.33179","-5.47582"
423,0,"-0.669124","1.63623","-5.32109"
424,0,"-0.667675","1.64719","-5.31878"
425,0,"-0.76572","1.73004","-5.34996"
426,0,"-0.717546","1.69407","-5.33443"
427,0,"-0.691353","1.66554","-5.31745"
428,0,"-0.680258","1.64964","-5.32288"
429,0,"-0.239502","1.31835","-5.46136"
430,0,"-0.730218","1.69219","-5.3249"
431,0,"-0.241606","1.31591","-5.4659"
432,0,"-0.272654","1.33839","-5.48041"
433,0,"-0.708493","1.68271","-5.32805"
434,0,"-0.256953","1.33522","-5.48315"
435,0,"-0.729014","1.69222","-5.3371"
436,0,"-0.702409","1.68823","-5.32335"
437,0,"-0.239414","1.31527","-5.46476"
438,0,"-0.664264","1.651","-5.3215"
439,0,"-0.0180103","1.66581","-5.33613"
440,0,"-0.268187","1.33876","-5.47406"
441,0,"-0.683049","1.66382","-5.32329"
442,0,"-0.714143","1.68481","-5.33146"
443,0,"-0.267555","1.32888","-5.47528"
444,0,"-0.235615","1.31627","-5.46281"
445,0,"-0.66783","1.64147","-5.32063"
446,0,"-0.717871","1.68124","-5.32959"
447,0,"-0.732821","1.70492","-5.32677"
448,0,"-0.806977","1.6338","-5.40556"
449,0,"-0.257459","1.32481","-5.46857"
450,0,"-0.682938","1.65741","-5.32961"
451,0,"-0.710934","1.67672","-5.33564"
452,0,"-0.715428","1.66627","-5.33116"
453,0,"-0.672356","1.64022","-5.33094"
454,0,"-0.707705","1.68653","-5.33242"
455,0,"-0.235386","1.31306","-5.46723"
456,0,"-0.685896","1.65198","-5.32445"
457,0,"-0.683413","1.66094","-5.34057"
458,0,"-0.674759","1.64631","-5.33184"
459,0,"-0.267183","1.33346","-5.47705"
460,0,"-0.719933","1.69212","-5.34028"
461,0,"-0.238827","1.31078","-5.46418"
462,0,"-0.687567","1.66664","-5.33096"
463,0,"-0.283023","1.34928","-5.4918"
464,0,"-0.732283","1.69062","-5.33115"
465,0,"-0.729846","1.69432","-5.32517"
466,0,"-0.713545","1.67751","-5.34053"
467,0,"-0.230959","1.31485","-5.46849"
468,0,"-0.248408","1.33824","-5.45583"
469,0,"-0.670515","1.65157","-5.31802"
470,0,"-0.692245","1.65908","-5.32555"
471,0,"-0.736815","1.70853","-5.34044"
472,0,"-0.764918","1.72393","-5.3386"
473,0,"-0.651445","1.63508","-5.32783"
474,0,"-0.219398","1.293","-5.47367"
475,0,"-0.722622","1.68094","-5.32481"
476,0,"-0.731301","1.69494","-5.32662"
477,0,"-0.671037","1.64227","-5.33729"
478,0,"-0.749055","1.70329","-5.33818"
479,0,"-0.231025","1.30507","-5.46405"
480,0,"-0.676932","1.6433","-5.32208"
481,0,"-0.706326","1.6702","-5.32716"
482,0,"-0.278391","1.33997","-5.47737"
483,0,"-0.720341","1.68498","-5.3319"
484,0,"-0.753239","1.70173","-5.3427"
485,0,"-0.256849","1.32911","-5.48173"
486,0,"-0.263398","1.3435","-5.47846"
487,0,"-0.764489","1.72585","-5.34909"
488,0,"-0.762429","1.71979","-5.34591"
489,0,"-0.6792","1.6509","-5.32877"
490,0,"-0.229933","1.31249","-5.46972"
491,0,"-0.7708","1.72082","-5.35285"
492,0,"-0.2815","1.37138","-5.47949"
493,0,"-0.732409","1.68775","-5.33731"
494,0,"-0.249122","1.32801","-5.48456"
495,0,"-0.711235","1.68222","-5.33265"
496,0,"-0.25877","1.33268","-5.48274"
497,0,"-0.280594","1.34615","-5.48767"
498,0,"-0.301426","1.36425","-5.48662"
499,0,"-0.71712","1.69961","-5.33861"
500,0,"-0.716686","1.69231","-5.33323"
501,0,"-0.67391","1.64614","-5.31962"
502,0,"-0.733406","1.70423","-5.33513"
503,0,"-0.72234","1.68673","-5.32624"
504,0,"-0.841941","1.66943","-5.42887"
505,0,"-0.661666","1.64826","-5.32395"
506,0,"-0.671974","1.6555","-5.32669"
507,0,"-0.274818","1.35149","-5.47531"
508,0,"-0.322977","1.39353","-5.49446"
509,0,"-0.760631","1.72205","-5.34873"
510,0,"-0.751651","1.71647","-5.34158"
511,0,"-0.683177","1.642","-5.33397"
512,0,"-0.234551","1.30999","-5.47191"
513,0,"-0.697768","1.66432","-5.33274"
514,0,"-0.697151","1.66615","-5.33158"
515,0,"-0.741876","1.70606","-5.33909"
516,0,"-0.240033","1.31515","-5.47086"
517,0,"-0.293111","1.3684","-5.49281"
518,0,"-0.77666","1.73993","-5.34869"
519,0,"-0.803537","1.64206","-5.40882"
520,0,"-0.692346","1.66105","-5.32967"
521,0,"-0.709189","1.68306","-5.33171"
522,0,"-0.711593","1.6817","-5.3452"
523,0,"-0.725458","1.69176","-5.34849"
524,0,"-0.698496","1.67497","-5.33204"
525,0,"-0.703245","1.67886","-5.32208"
526,0,"-0.780868","1.73783","-5.35237"
527,0,"-0.662764","1.64031","-5.33034"
528,0,"-0.656779","1.64093","-5.31802"
529,0,"-0.700112","1.66894","-5.32145"
530,0,"-0.740833","1.70086","-5.34773"
531,0,"-0.712897","1.68055","-5.33141"
532,0,"-0.679667","1.6577","-5.31833"
533,0,"-0.223602","1.30383","-5.46461"
534,0,"-0.237109","1.31939","-5.46427"
535,0,"-0.711337","1.67332","-5.34478"
536,0,"-0.675774","1.65222","-5.32134"
537,0,"-0.752","1.70766","-5.35024"
538,0,"-0.654599","1.63441","-5.32016"
539,0,"-0.704491","1.67127","-5.34844"
540,0,"-0.740426","1.701","-5.33867"
541,0,"-0.672132","1.6539","-5.32699"
542,0,"-0.303188","1.36796","-5.49223"
543,0,"-0.736577","1.6947","-5.34009"
544,0,"-0.271626","1.34638","-5.4825"
545,0,"-0.693635","1.65812","-5.32759"
546,0,"-0.704632","1.66011","-5.32668"
547,0,"-0.242775","1.32329","-5.47102"
548,0,"-0.687271","1.65089","-5.32863"
549,0,"-0.682681","1.66079","-5.32061"
550,0,"-0.683478","1.65618","-5.32782"
551,0,"-0.669538","1.64693","-5.33155"
552,0,"-0.717797","1.68739","-5.33426"
553,0,"-0.358147","1.27032","-5.56309"
554,0,"-0.682897","1.65667","-5.31889"
555,0,"-0.702602","1.66971","-5.33003"
556,0,"-0.747139","1.70814","-5.34393"
557,0,"-0.687264","1.66291","-5.33592"
558,0,"-0.687312","1.66112","-5.33277"
559,0,"-0.237485","1.31101","-5.47941"
560,0,"-0.30772","1.37014","-5.49378"
561,0,"-0.742033","1.70381","-5.32416"
562,0,"-0.697558","1.67144","-5.32814"
563,0,"-0.278461","1.36305","-5.48094"
564,0,"-0.246121","1.32767","-5.46199"
565,0,"-0.707967","1.68122","-5.33065"
566,0,"-0.697996","1.67634","-5.34006"
