Frame,Sub Frame,"Position - TelloUWB22",,
,,"TX","TY","TZ"
Frames,Frames,"mm","mm","mm"
317,0,"-29.0019","959.99","-4.26887"
318,0,"-29.0035","959.973","-4.2758"
319,0,"-29.2907","960.306","-4.1602"
320,0,"-29.0079","959.979","-4.24944"
321,0,"-29.0037","959.979","-4.26211"
322,0,"-29.2986","960.314","-4.16211"
323,0,"-28.994","959.973","-4.26295"
324,0,"-28.9996","959.974","-4.26479"
325,0,"-29.2984","960.311","-4.16185"
326,0,"-29.0054","959.969","-4.27465"
327,0,"-29.2971","960.313","-4.16748"
328,0,"-28.9971","959.975","-4.26052"
329,0,"-29.0039","959.978","-4.27984"
330,0,"-29.0052","959.977","-4.26236"
331,0,"-29.009","959.973","-4.27909"
332,0,"-28.9976","959.979","-4.26275"
333,0,"-29.0035","959.977","-4.26804"
334,0,"-29.004","959.97","-4.25171"
335,0,"-29.298","960.31","-4.16683"
336,0,"-29.2945","960.31","-4.15879"
337,0,"-29.0059","959.974","-4.27058"
338,0,"-28.9993","959.976","-4.26691"
339,0,"-28.9938","959.973","-4.26267"
340,0,"-28.9998","959.977","-4.25841"
341,0,"-28.9968","959.966","-4.26484"
342,0,"-29.2962","960.313","-4.15001"
343,0,"-28.9926","959.988","-4.27393"
344,0,"-28.9991","959.977","-4.27426"
345,0,"-29.0535","959.962","-4.28728"
346,0,"-28.9989","959.97","-4.2742"
347,0,"-29.0057","959.976","-4.25969"
348,0,"-29.0064","959.98","-4.25862"
349,0,"-28.9991","959.972","-4.26594"
350,0,"-28.9976","959.971","-4.25543"
351,0,"-28.9998","959.976","-4.25986"
352,0,"-29.2927","960.306","-4.16498"
353,0,"-28.9998","959.983","-4.26784"
354,0,"-29.0025","959.969","-4.25746"
355,0,"-29","959.975","-4.25649"
356,0,"-29.2993","960.319","-4.14822"
357,0,"-29.0007","959.972","-4.26764"
358,0,"-29.3074","960.32","-4.16283"
359,0,"-29.0027","959.974","-4.26637"
360,0,"-28.9929","959.975","-4.26682"
361,0,"-28.995","959.969","-4.26775"
362,0,"-28.9997","959.965","-4.26279"
363,0,"-29.0027","959.98","-4.264"
364,0,"-28.995","959.973","-4.25814"
365,0,"-29.0042","959.978","-4.26083"
366,0,"-28.9928","959.976","-4.26469"
367,0,"-29.0008","959.98","-4.25516"
368,0,"-29.0062","959.979","-4.25063"
369,0,"-29.0012","959.975","-4.26955"
370,0,"-28.9842","959.975","-4.27168"
371,0,"-29.0017","959.98","-4.26324"
372,0,"-29.002","959.992","-4.2646"
373,0,"-29.0018","959.985","-4.27469"
374,0,"-29.0008","959.978","-4.26095"
375,0,"-29.2934","960.315","-4.14861"
376,0,"-28.9931","959.982","-4.27303"
377,0,"-28.9931","959.978","-4.25551"
378,0,"-29.0025","959.974","-4.27227"
379,0,"-29.3069","960.313","-4.16194"
380,0,"-29.2854","960.306","-4.18174"
381,0,"-28.997","959.973","-4.26091"
382,0,"-28.9977","959.975","-4.25512"
383,0,"-28.9956","959.982","-4.25355"
384,0,"-29.3047","960.317","-4.16383"
385,0,"-28.9931","959.972","-4.26067"
386,0,"-28.9936","959.971","-4.2527"
387,0,"-28.9944","959.976","-4.25207"
388,0,"-28.998","959.969","-4.25986"
389,0,"-28.9973","959.982","-4.25957"
390,0,"-28.9992","959.973","-4.25978"
391,0,"-28.9996","959.971","-4.26192"
392,0,"-29.2956","960.314","-4.15866"
393,0,"-28.9966","959.977","-4.25521"
394,0,"-28.9973","959.978","-4.26544"
395,0,"-28.9976","959.98","-4.26705"
396,0,"-29.0528","959.974","-4.28323"
397,0,"-29.0469","959.963","-4.2856"
398,0,"-29.2985","960.306","-4.16469"
399,0,"-28.9975","959.97","-4.27905"
400,0,"-29.0035","959.98","-4.26311"
401,0,"-28.9926","959.982","-4.26068"
402,0,"-28.9863","959.972","-4.26491"
403,0,"-28.9938","959.979","-4.25296"
404,0,"-28.9933","959.983","-4.27416"
405,0,"-28.9866","959.982","-4.26877"
406,0,"-28.9945","959.98","-4.2694"
407,0,"-28.9957","959.975","-4.26041"
408,0,"-28.994","959.977","-4.26468"
409,0,"-28.9967","959.969","-4.2605"
410,0,"-29.054","959.975","-4.28478"
411,0,"-28.9957","959.974","-4.27348"
412,0,"-29.003","959.967","-4.26571"
413,0,"-28.9865","959.98","-4.25426"
414,0,"-29.2965","960.301","-4.15913"
415,0,"-28.9964","959.975","-4.25931"
416,0,"-29.294","960.31","-4.1572"
417,0,"-29.2903","960.314","-4.15245"
418,0,"-29.2884","960.314","-4.15648"
419,0,"-28.9972","959.981","-4.26478"
420,0,"-29.2935","960.307","-4.16097"
421,0,"-28.9872","959.983","-4.26509"
422,0,"-29.001","959.98","-4.26466"
423,0,"-28.9871","959.981","-4.26923"
424,0,"-29.3639","960.312","-4.16851"
425,0,"-29.0006","959.972","-4.26408"
426,0,"-28.9957","959.979","-4.25851"
427,0,"-29.0007","959.985","-4.27219"
428,0,"-29.34","960.303","-4.17047"
429,0,"-29.001","959.983","-4.25712"
430,0,"-28.9988","959.971","-4.25972"
431,0,"-29.001","959.982","-4.26776"
432,0,"-28.997","959.983","-4.26771"
433,0,"-28.9903","959.984","-4.26589"
434,0,"-29.0009","959.977","-4.24663"
435,0,"-28.9928","959.98","-4.27624"
436,0,"-29.2938","960.316","-4.16849"
437,0,"-29.0014","959.973","-4.27544"
438,0,"-28.9887","959.983","-4.26763"
439,0,"-29.296","960.302","-4.16771"
440,0,"-29.0011","959.969","-4.26247"
441,0,"-29.292","960.313","-4.16288"
442,0,"-29.0005","959.984","-4.26421"
443,0,"-29.0064","959.977","-4.26321"
444,0,"-28.9973","959.976","-4.2641"
445,0,"-28.9938","959.972","-4.26264"
446,0,"-29.0025","959.975","-4.25964"
447,0,"-28.9936","959.983","-4.25983"
448,0,"-28.9942","959.976","-4.25333"
449,0,"-29.2893","960.317","-4.15398"
450,0,"-28.996","959.966","-4.26087"
451,0,"-28.9994","959.986","-4.26268"
452,0,"-28.9967","959.979","-4.26782"
453,0,"-29.3011","960.315","-4.17309"
454,0,"-28.9977","959.986","-4.2589"
455,0,"-28.9908","959.977","-4.24495"
456,0,"-29.0098","959.973","-4.26864"
457,0,"-29.0563","959.97","-4.27875"
458,0,"-28.9926","959.966","-4.26348"
459,0,"-29.3029","960.303","-4.15743"
460,0,"-29.2916","960.308","-4.1625"
