Frame,Sub Frame,"Position - TelloUWB22",,
,,"TX","TY","TZ"
Frames,Frames,"mm","mm","mm"
166,0,"770.311","957.467","3.8765"
167,0,"770.287","957.463","3.84121"
168,0,"770.315","957.491","3.86333"
169,0,"770.31","957.472","3.88991"
170,0,"770.347","957.412","3.73736"
171,0,"770.296","957.474","3.91664"
172,0,"770.308","957.48","3.86347"
173,0,"770.302","957.483","3.82355"
174,0,"770.322","957.407","3.71734"
175,0,"770.356","957.407","3.74108"
176,0,"770.332","957.407","3.75159"
177,0,"770.417","957.502","3.77702"
178,0,"770.312","957.409","3.70025"
179,0,"770.292","957.484","3.86998"
180,0,"770.295","957.471","3.84943"
181,0,"770.306","957.409","3.75051"
182,0,"770.335","957.393","3.7462"
183,0,"770.294","957.467","3.83522"
184,0,"770.318","957.479","3.87194"
185,0,"770.29","957.483","3.82517"
186,0,"770.338","957.408","3.73772"
187,0,"770.28","957.468","3.83704"
188,0,"770.333","957.404","3.73365"
189,0,"770.311","957.471","3.87616"
190,0,"770.331","957.415","3.77624"
191,0,"770.302","957.482","3.91298"
192,0,"770.314","957.407","3.71304"
193,0,"770.317","957.489","3.90516"
194,0,"770.314","957.47","3.86461"
195,0,"770.339","957.395","3.73486"
196,0,"770.306","957.471","3.89394"
197,0,"770.304","957.48","3.89441"
198,0,"770.286","957.477","3.84012"
199,0,"770.337","957.396","3.74582"
200,0,"770.32","957.476","3.88779"
201,0,"770.29","957.468","3.8637"
202,0,"770.279","957.481","3.88398"
203,0,"770.286","957.474","3.83131"
204,0,"770.329","957.469","3.86899"
205,0,"770.284","957.471","3.88675"
206,0,"770.308","957.409","3.71207"
207,0,"770.296","957.468","3.83483"
208,0,"770.312","957.4","3.70596"
209,0,"770.292","957.468","3.84483"
210,0,"770.287","957.456","3.84916"
211,0,"770.3","957.466","3.87918"
212,0,"770.306","957.48","3.87018"
213,0,"770.304","957.471","3.87573"
214,0,"770.288","957.461","3.84478"
215,0,"770.292","957.47","3.8521"
216,0,"770.315","957.471","3.88033"
217,0,"770.306","957.462","3.8826"
218,0,"770.44","957.306","3.8169"
